<generator object binance_liquidation.<locals>.<genexpr> at 0x00000174585298C0>,175.54066740000002
TURBO,BUY,LIMIT,IOC,18600,0.0056389,0.0055600,FILLED,6268,18600,1718901934639,104.88354
TURBO,BUY,LIMIT,IOC,65194,0.0056416,0.0055700,FILLED,30566,65194,1718901936510,367.7984704
NOT,BUY,LIMIT,IOC,1486,0.0146261,0.0144120,FILLED,1486,1486,1718901993231,21.7343846
NOT,BUY,LIMIT,IOC,17108,0.0146269,0.0144100,FILLED,17108,17108,1718901995279,250.2370052
TURBO,BUY,LIMIT,IOC,130192,0.0056950,0.0056392,FILLED,29807,130192,1718901998136,741.44344
TURBO,BUY,LIMIT,IOC,1093,0.0057108,0.0056060,FILLED,1093,1093,1718901999172,6.2419044
TURBO,BUY,LIMIT,IOC,5564,0.0057253,0.0056390,FILLED,5564,5564,1718902000327,31.8555692
LISTA,SELL,LIMIT,IOC,69,0.6614454,0.6697000,FILLED,69,69,1718902004049,45.639732599999995
ZK,SELL,LIMIT,IOC,485,0.1919405,0.1947000,FILLED,203,485,1718902008193,93.09114249999999
TURBO,BUY,LIMIT,IOC,4810,0.0057363,0.0056780,FILLED,4810,4810,1718902008433,27.591603
TURBO,BUY,LIMIT,IOC,73368,0.0057639,0.0056920,FILLED,1669,73368,1718902009505,422.88581519999997
TURBO,BUY,LIMIT,IOC,436658,0.0057725,0.0056813,FILLED,172410,436658,1718902012231,2520.6083049999997
LISTA,SELL,LIMIT,IOC,225,0.6591111,0.6682293,FILLED,159,225,1718902014393,148.2999975
LISTA,SELL,LIMIT,IOC,13,0.6588291,0.6668000,FILLED,13,13,1718902015558,8.564778299999999
TURBO,BUY,LIMIT,IOC,114949,0.0057785,0.0056920,FILLED,25619,114949,1718902016065,664.2327965
LISTA,SELL,LIMIT,IOC,1754,0.6568477,0.6665000,FILLED,119,1754,1718902017478,1152.1108658
TURBO,BUY,LIMIT,IOC,313279,0.0057916,0.0057210,FILLED,256952,313279,1718902027148,1814.3866564
1000BONKUSDC,BUY,LIMIT,IOC,300,0.0214532,0.0212690,FILLED,300,300,1718902027236,6.43596
AGIX,BUY,LIMIT,IOC,6077,0.6667433,0.6548025,FILLED,630,6077,1718902027505,4051.7990341000004
PENDLE,BUY,LIMIT,IOC,413,5.9764214,5.8901261,FILLED,58,413,1718902027506,2468.2620382
FET,BUY,LIMIT,IOC,1518,1.6254294,1.6022957,FILLED,28,1518,1718902027506,2467.4018292
ONG,BUY,LIMIT,IOC,5483,0.3449597,0.3400769,FILLED,3931,5483,1718902027506,1891.4140350999999
LDO,BUY,LIMIT,IOC,882,2.244591,2.231314,FILLED,2,882,1718902027506,1979.7292619999998
TURBO,BUY,LIMIT,IOC,5958,0.0058059,0.0057320,FILLED,4809,5958,1718902028242,34.5915522
TURBO,BUY,LIMIT,IOC,91270,0.0058164,0.0057340,FILLED,7864,91270,1718902030085,530.862828
LISTA,BUY,LIMIT,IOC,2999,0.6815425,0.6720689,FILLED,581,2999,1718902031051,2043.9459575
NOT,BUY,LIMIT,IOC,137984,0.0146550,0.0144394,FILLED,8939,137984,1718902034199,2022.15552
1000SHIB,BUY,LIMIT,IOC,6438,0.018177,0.018062,FILLED,6438,6438,1718902034577,117.02352599999999
TURBO,BUY,LIMIT,IOC,722049,0.0058220,0.0057364,FILLED,12002,722049,1718902035139,4203.769278
1000SHIB,BUY,LIMIT,IOC,3927,0.018179,0.018065,FILLED,3927,3927,1718902036453,71.38893300000001
NOT,BUY,LIMIT,IOC,1119,0.0146632,0.0144500,FILLED,1119,1119,1718902037066,16.4081208
TURBO,SELL,LIMIT,IOC,221649,0.0056114,0.0056902,FILLED,54737,221649,1718902067129,1243.7611986
NOT,BUY,LIMIT,IOC,348432,0.0146666,0.0144605,FILLED,1617,348432,1718902067470,5110.3127712
NOT,BUY,LIMIT,IOC,23816,0.0146757,0.0144590,FILLED,219,23816,1718902071546,349.5164712
LISTA,BUY,LIMIT,IOC,485,0.6838621,0.6775000,FILLED,5,485,1718902072102,331.6731185
LISTA,BUY,LIMIT,IOC,4219,0.6861140,0.6772746,FILLED,160,4219,1718902076323,2894.714966
LISTA,BUY,LIMIT,IOC,1010,0.6873129,0.6794105,FILLED,107,1010,1718902084135,694.186029
LISTA,BUY,LIMIT,IOC,29,0.6883225,0.6789000,FILLED,29,29,1718902088377,19.961352499999997
ZRO,BUY,LIMIT,IOC,7.7,3.5431120,3.4990000,FILLED,7.7,7.7,1718902349269,27.281962399999998
ZRO,BUY,LIMIT,IOC,918.8,3.5505649,3.4991962,FILLED,87.4,918.8,1718902360235,3262.25903012
LISTA,SELL,LIMIT,IOC,4011,0.6600150,0.6694995,FILLED,53,4011,1718902376105,2647.320165
1000PEPE,SELL,LIMIT,IOC,21614,0.0108689,0.0110275,FILLED,866,21614,1718902380234,234.9204046
LISTA,SELL,LIMIT,IOC,31,0.6592718,0.6680000,FILLED,31,31,1718902396457,20.4374258
TRB,BUY,LIMIT,IOC,1.1,92.637,91.475,FILLED,0.9,1.1,1718902417172,101.90070000000001
TRB,BUY,LIMIT,IOC,2.5,93.113,91.642,FILLED,2.2,2.5,1718902427099,232.7825
NEAR,BUY,LIMIT,IOC,19,5.1993,5.1230,FILLED,19,19,1718902432377,98.7867
REZ,SELL,LIMIT,IOC,494,0.1009916,0.1024000,FILLED,494,494,1718902448095,49.8898504
ETH,BUY,LIMIT,IOC,0.285,3535.36,3521.35,FILLED,0.105,0.285,1718902475335,1007.5776
BTC,BUY,LIMIT,IOC,0.646,65182.36,64923.00,FILLED,0.181,0.646,1718902475410,42107.804560000004
ZRO,BUY,LIMIT,IOC,169.7,3.5496846,3.5010000,FILLED,169.7,169.7,1718902477404,602.38147662
BTC,BUY,LIMIT,IOC,0.150,65185.41,64929.70,FILLED,0.101,0.150,1718902477549,9777.8115
